x_original,nm,cm^-1,intensity
909.73,924.31,1916.02,35237.00
909.68,924.25,1915.40,31604.00
909.62,924.20,1914.78,32303.00
909.57,924.15,1914.15,32958.00
909.52,924.09,1913.53,28444.00
909.47,924.04,1912.91,31124.00
909.42,923.99,1912.29,35196.00
909.36,923.94,1911.67,35051.00
909.31,923.88,1911.05,34660.00
909.26,923.83,1910.43,30577.00
909.21,923.78,1909.81,32758.00
909.16,923.72,1909.18,30651.00
909.10,923.67,1908.56,34105.00
909.05,923.62,1907.94,28523.00
909.00,923.56,1907.32,30648.00
908.95,923.51,1906.70,31662.00
908.90,923.46,1906.07,39828.00
908.84,923.40,1905.45,31640.00
908.79,923.35,1904.83,38541.00
908.74,923.30,1904.21,35216.00
908.69,923.24,1903.59,35859.00
908.64,923.19,1902.96,33196.00
908.58,923.14,1902.34,37549.00
908.53,923.08,1901.72,34047.00
908.48,923.03,1901.10,35415.00
908.43,922.98,1900.47,37111.00
908.37,922.92,1899.85,34513.00
908.32,922.87,1899.23,35378.00
908.27,922.82,1898.60,36526.00
908.22,922.77,1897.98,39050.00
908.17,922.71,1897.36,40181.00
908.11,922.66,1896.74,36404.00
908.06,922.61,1896.11,35899.00
908.01,922.55,1895.49,40766.00
907.96,922.50,1894.87,36699.00
907.91,922.45,1894.24,33940.00
907.85,922.39,1893.62,36488.00
907.80,922.34,1893.00,35215.00
907.75,922.29,1892.37,35052.00
907.70,922.23,1891.75,36613.00
907.65,922.18,1891.12,34354.00
907.59,922.13,1890.50,35729.00
907.54,922.07,1889.88,30587.00
907.49,922.02,1889.25,35710.00
907.44,921.97,1888.63,32885.00
907.38,921.91,1888.00,40745.00
907.33,921.86,1887.38,38445.00
907.28,921.81,1886.76,30152.00
907.23,921.76,1886.13,37203.00
907.18,921.70,1885.51,38937.00
907.12,921.65,1884.88,34035.00
907.07,921.60,1884.26,35062.00
907.02,921.54,1883.63,32428.00
906.97,921.49,1883.01,34754.00
906.92,921.44,1882.39,35075.00
906.86,921.38,1881.76,38444.00
906.81,921.33,1881.14,38926.00
906.76,921.28,1880.51,38940.00
906.71,921.22,1879.89,34682.00
906.66,921.17,1879.26,36300.00
906.60,921.12,1878.64,30004.00
906.55,921.06,1878.01,37852.00
906.50,921.01,1877.38,31010.00
906.45,920.96,1876.76,35123.00
906.39,920.90,1876.13,35741.00
906.34,920.85,1875.51,39949.00
906.29,920.80,1874.88,32223.00
906.24,920.74,1874.26,31727.00
906.19,920.69,1873.63,32855.00
906.13,920.64,1873.01,36441.00
906.08,920.59,1872.38,36963.00
906.03,920.53,1871.75,34999.00
905.98,920.48,1871.13,41237.00
905.93,920.43,1870.50,43867.00
905.87,920.37,1869.88,32648.00
905.82,920.32,1869.25,35764.00
905.77,920.27,1868.62,36859.00
905.72,920.21,1868.00,35314.00
905.67,920.16,1867.37,37446.00
905.61,920.11,1866.74,37826.00
905.56,920.05,1866.12,35738.00
905.51,920.00,1865.49,34981.00
905.46,919.95,1864.86,35222.00
905.41,919.89,1864.24,36735.00
905.35,919.84,1863.61,39676.00
905.30,919.79,1862.98,32005.00
905.25,919.73,1862.36,42329.00
905.20,919.68,1861.73,38147.00
905.14,919.63,1861.10,39703.00
905.09,919.58,1860.47,35119.00
905.04,919.52,1859.85,38125.00
904.99,919.47,1859.22,36144.00
904.94,919.42,1858.59,36526.00
904.88,919.36,1857.96,39966.00
904.83,919.31,1857.34,44184.00
904.78,919.26,1856.71,34449.00
904.73,919.20,1856.08,36895.00
904.68,919.15,1855.45,36753.00
904.62,919.10,1854.83,35182.00
904.57,919.04,1854.20,28152.00
904.52,918.99,1853.57,36972.00
904.47,918.94,1852.94,33085.00
904.42,918.88,1852.31,33749.00
904.36,918.83,1851.68,37691.00
904.31,918.78,1851.06,38919.00
904.26,918.72,1850.43,41473.00
904.21,918.67,1849.80,31901.00
904.15,918.62,1849.17,39476.00
904.10,918.56,1848.54,41576.00
904.05,918.51,1847.91,37323.00
904.00,918.46,1847.28,42502.00
903.95,918.41,1846.66,39160.00
903.89,918.35,1846.03,40173.00
903.84,918.30,1845.40,41312.00
903.79,918.25,1844.77,37209.00
903.74,918.19,1844.14,36380.00
903.69,918.14,1843.51,38833.00
903.63,918.09,1842.88,37556.00
903.58,918.03,1842.25,37947.00
903.53,917.98,1841.62,39107.00
903.48,917.93,1840.99,36535.00
903.43,917.87,1840.36,36473.00
903.37,917.82,1839.73,43622.00
903.32,917.77,1839.10,44253.00
903.27,917.71,1838.47,43398.00
903.22,917.66,1837.84,35886.00
903.16,917.61,1837.21,41744.00
903.11,917.55,1836.58,39959.00
903.06,917.50,1835.95,36581.00
903.01,917.45,1835.32,38439.00
902.96,917.40,1834.69,36970.00
902.90,917.34,1834.06,38461.00
902.85,917.29,1833.43,39063.00
902.80,917.24,1832.80,43466.00
902.75,917.18,1832.17,47213.00
902.70,917.13,1831.54,41159.00
902.64,917.08,1830.91,42807.00
902.59,917.02,1830.28,36321.00
902.54,916.97,1829.65,43333.00
902.49,916.92,1829.02,35789.00
902.44,916.86,1828.39,43092.00
902.38,916.81,1827.76,36750.00
902.33,916.76,1827.13,39286.00
902.28,916.70,1826.49,38704.00
902.23,916.65,1825.86,43271.00
902.18,916.60,1825.23,43919.00
902.12,916.54,1824.60,41363.00
902.07,916.49,1823.97,43472.00
902.02,916.44,1823.34,43251.00
901.97,916.38,1822.71,39464.00
901.91,916.33,1822.07,37469.00
901.86,916.28,1821.44,39407.00
901.81,916.23,1820.81,42962.00
901.76,916.17,1820.18,40126.00
901.71,916.12,1819.55,44620.00
901.65,916.07,1818.91,47253.00
901.60,916.01,1818.28,41383.00
901.55,915.96,1817.65,41350.00
901.50,915.91,1817.02,42987.00
901.45,915.85,1816.38,43599.00
901.39,915.80,1815.75,39641.00
901.34,915.75,1815.12,41966.00
901.29,915.69,1814.49,41717.00
901.24,915.64,1813.85,38788.00
901.19,915.59,1813.22,40644.00
901.13,915.53,1812.59,46005.00
901.08,915.48,1811.96,37956.00
901.03,915.43,1811.32,44231.00
900.98,915.37,1810.69,39305.00
900.92,915.32,1810.06,43877.00
900.87,915.27,1809.42,37688.00
900.82,915.21,1808.79,41840.00
900.77,915.16,1808.16,39174.00
900.72,915.11,1807.52,47244.00
900.66,915.06,1806.89,40388.00
900.61,915.00,1806.26,47285.00
900.56,914.95,1805.62,43844.00
900.51,914.90,1804.99,48744.00
900.46,914.84,1804.36,41458.00
900.40,914.79,1803.72,47028.00
900.35,914.74,1803.09,39874.00
900.30,914.68,1802.45,38305.00
900.25,914.63,1801.82,44210.00
900.20,914.58,1801.19,37648.00
900.14,914.52,1800.55,37619.00
900.09,914.47,1799.92,41193.00
900.04,914.42,1799.28,40414.00
899.99,914.36,1798.65,45301.00
899.93,914.31,1798.01,46228.00
899.88,914.26,1797.38,44533.00
899.83,914.20,1796.74,42213.00
899.78,914.15,1796.11,42358.00
899.73,914.10,1795.48,44819.00
899.67,914.05,1794.84,40595.00
899.62,913.99,1794.21,41598.00
899.57,913.94,1793.57,39848.00
899.52,913.89,1792.94,43630.00
899.47,913.83,1792.30,48577.00
899.41,913.78,1791.67,40576.00
899.36,913.73,1791.03,46400.00
899.31,913.67,1790.39,40125.00
899.26,913.62,1789.76,38010.00
899.21,913.57,1789.12,44913.00
899.15,913.51,1788.49,39814.00
899.10,913.46,1787.85,44166.00
899.05,913.41,1787.22,38552.00
899.00,913.35,1786.58,44606.00
898.95,913.30,1785.94,45906.00
898.89,913.25,1785.31,41705.00
898.84,913.19,1784.67,43486.00
898.79,913.14,1784.04,40133.00
898.74,913.09,1783.40,43875.00
898.68,913.03,1782.76,41533.00
898.63,912.98,1782.13,38948.00
898.58,912.93,1781.49,41792.00
898.53,912.88,1780.85,50098.00
898.48,912.82,1780.22,37786.00
898.42,912.77,1779.58,43244.00
898.37,912.72,1778.94,43083.00
898.32,912.66,1778.31,45211.00
898.27,912.61,1777.67,46767.00
898.22,912.56,1777.03,45250.00
898.16,912.50,1776.40,48390.00
898.11,912.45,1775.76,40312.00
898.06,912.40,1775.12,49387.00
898.01,912.34,1774.49,50427.00
897.96,912.29,1773.85,39187.00
897.90,912.24,1773.21,42535.00
897.85,912.18,1772.57,44581.00
897.80,912.13,1771.94,47992.00
897.75,912.08,1771.30,44824.00
897.69,912.02,1770.66,41725.00
897.64,911.97,1770.02,40665.00
897.59,911.92,1769.38,41565.00
897.54,911.87,1768.75,48616.00
897.49,911.81,1768.11,49125.00
897.43,911.76,1767.47,42343.00
897.38,911.71,1766.83,44067.00
897.33,911.65,1766.19,46439.00
897.28,911.60,1765.56,40710.00
897.23,911.55,1764.92,43795.00
897.17,911.49,1764.28,45233.00
897.12,911.44,1763.64,49654.00
897.07,911.39,1763.00,41589.00
897.02,911.33,1762.36,37357.00
896.97,911.28,1761.73,45261.00
896.91,911.23,1761.09,46804.00
896.86,911.17,1760.45,45671.00
896.81,911.12,1759.81,43911.00
896.76,911.07,1759.17,47708.00
896.70,911.01,1758.53,45468.00
896.65,910.96,1757.89,48985.00
896.60,910.91,1757.25,41307.00
896.55,910.85,1756.61,46747.00
896.50,910.80,1755.97,38295.00
896.44,910.75,1755.33,42693.00
896.39,910.70,1754.69,48618.00
896.34,910.64,1754.05,44020.00
896.29,910.59,1753.41,49360.00
896.24,910.54,1752.78,42558.00
896.18,910.48,1752.14,45246.00
896.13,910.43,1751.50,50363.00
896.08,910.38,1750.86,44057.00
896.03,910.32,1750.22,48293.00
895.98,910.27,1749.58,51264.00
895.92,910.22,1748.93,53048.00
895.87,910.16,1748.29,47577.00
895.82,910.11,1747.65,54720.00
895.77,910.06,1747.01,44664.00
895.72,910.00,1746.37,45749.00
895.66,909.95,1745.73,45442.00
895.61,909.90,1745.09,42951.00
895.56,909.84,1744.45,45157.00
895.51,909.79,1743.81,43573.00
895.45,909.74,1743.17,43617.00
895.40,909.69,1742.53,54387.00
895.35,909.63,1741.89,44286.00
895.30,909.58,1741.25,48658.00
895.25,909.53,1740.61,47209.00
895.19,909.47,1739.96,46448.00
895.14,909.42,1739.32,45106.00
895.09,909.37,1738.68,48904.00
895.04,909.31,1738.04,44073.00
894.99,909.26,1737.40,45036.00
894.93,909.21,1736.76,50199.00
894.88,909.15,1736.11,50000.00
894.83,909.10,1735.47,48601.00
894.78,909.05,1734.83,53188.00
894.73,908.99,1734.19,49523.00
894.67,908.94,1733.55,51608.00
894.62,908.89,1732.90,48124.00
894.57,908.83,1732.26,50719.00
894.52,908.78,1731.62,53830.00
894.46,908.73,1730.98,42994.00
894.41,908.67,1730.34,43122.00
894.36,908.62,1729.69,59107.00
894.31,908.57,1729.05,51422.00
894.26,908.52,1728.41,50756.00
894.20,908.46,1727.77,50843.00
894.15,908.41,1727.12,50220.00
894.10,908.36,1726.48,47047.00
894.05,908.30,1725.84,49227.00
894.00,908.25,1725.19,48472.00
893.94,908.20,1724.55,44727.00
893.89,908.14,1723.91,55485.00
893.84,908.09,1723.26,52378.00
893.79,908.04,1722.62,53260.00
893.74,907.98,1721.98,43186.00
893.68,907.93,1721.33,54146.00
893.63,907.88,1720.69,53764.00
893.58,907.82,1720.05,48765.00
893.53,907.77,1719.40,41701.00
893.47,907.72,1718.76,51325.00
893.42,907.66,1718.12,55224.00
893.37,907.61,1717.47,52002.00
893.32,907.56,1716.83,49375.00
893.27,907.51,1716.18,50524.00
893.21,907.45,1715.54,54915.00
893.16,907.40,1714.90,48622.00
893.11,907.35,1714.25,53039.00
893.06,907.29,1713.61,49605.00
893.01,907.24,1712.96,44606.00
892.95,907.19,1712.32,51109.00
892.90,907.13,1711.67,51662.00
892.85,907.08,1711.03,51197.00
892.80,907.03,1710.38,56006.00
892.75,906.97,1709.74,60320.00
892.69,906.92,1709.09,54277.00
892.64,906.87,1708.45,48971.00
892.59,906.81,1707.80,48640.00
892.54,906.76,1707.16,45945.00
892.49,906.71,1706.51,46073.00
892.43,906.65,1705.87,63030.00
892.38,906.60,1705.22,50219.00
892.33,906.55,1704.58,48824.00
892.28,906.49,1703.93,54652.00
892.22,906.44,1703.29,52519.00
892.17,906.39,1702.64,53010.00
892.12,906.34,1702.00,53500.00
892.07,906.28,1701.35,45649.00
892.02,906.23,1700.70,51311.00
891.96,906.18,1700.06,52628.00
891.91,906.12,1699.41,45872.00
891.86,906.07,1698.77,52183.00
891.81,906.02,1698.12,53730.00
891.76,905.96,1697.47,49637.00
891.70,905.91,1696.83,52585.00
891.65,905.86,1696.18,53013.00
891.60,905.80,1695.53,51268.00
891.55,905.75,1694.89,53908.00
891.50,905.70,1694.24,60786.00
891.44,905.64,1693.59,57103.00
891.39,905.59,1692.95,49954.00
891.34,905.54,1692.30,53735.00
891.29,905.48,1691.65,48003.00
891.23,905.43,1691.01,53717.00
891.18,905.38,1690.36,55646.00
891.13,905.33,1689.71,58254.00
891.08,905.27,1689.07,59375.00
891.03,905.22,1688.42,52043.00
890.97,905.17,1687.77,53431.00
890.92,905.11,1687.12,60327.00
890.87,905.06,1686.48,53487.00
890.82,905.01,1685.83,58279.00
890.77,904.95,1685.18,50752.00
890.71,904.90,1684.53,53257.00
890.66,904.85,1683.88,58689.00
890.61,904.79,1683.24,58045.00
890.56,904.74,1682.59,50903.00
890.51,904.69,1681.94,61538.00
890.45,904.63,1681.29,55159.00
890.40,904.58,1680.64,53277.00
890.35,904.53,1680.00,58919.00
890.30,904.47,1679.35,57982.00
890.24,904.42,1678.70,53010.00
890.19,904.37,1678.05,57765.00
890.14,904.31,1677.40,56028.00
890.09,904.26,1676.75,62119.00
890.04,904.21,1676.10,59967.00
889.98,904.16,1675.46,52441.00
889.93,904.10,1674.81,50641.00
889.88,904.05,1674.16,51239.00
889.83,904.00,1673.51,60037.00
889.78,903.94,1672.86,56021.00
889.72,903.89,1672.21,55437.00
889.67,903.84,1671.56,63185.00
889.62,903.78,1670.91,57388.00
889.57,903.73,1670.26,58038.00
889.52,903.68,1669.61,55636.00
889.46,903.62,1668.96,50391.00
889.41,903.57,1668.31,54178.00
889.36,903.52,1667.66,60158.00
889.31,903.46,1667.01,61415.00
889.26,903.41,1666.36,57465.00
889.20,903.36,1665.71,57319.00
889.15,903.30,1665.06,57538.00
889.10,903.25,1664.41,61644.00
889.05,903.20,1663.76,60858.00
888.99,903.14,1663.11,61289.00
888.94,903.09,1662.46,59521.00
888.89,903.04,1661.81,62053.00
888.84,902.99,1661.16,63997.00
888.79,902.93,1660.51,54429.00
888.73,902.88,1659.86,56188.00
888.68,902.83,1659.21,67019.00
888.63,902.77,1658.56,59135.00
888.58,902.72,1657.91,53803.00
888.53,902.67,1657.26,54569.00
888.47,902.61,1656.61,52352.00
888.42,902.56,1655.96,59053.00
888.37,902.51,1655.30,54187.00
888.32,902.45,1654.65,56914.00
888.27,902.40,1654.00,56745.00
888.21,902.35,1653.35,58385.00
888.16,902.29,1652.70,64362.00
888.11,902.24,1652.05,60124.00
888.06,902.19,1651.40,60799.00
888.00,902.13,1650.74,55733.00
887.95,902.08,1650.09,58904.00
887.90,902.03,1649.44,62174.00
887.85,901.98,1648.79,61897.00
887.80,901.92,1648.14,57040.00
887.74,901.87,1647.48,61665.00
887.69,901.82,1646.83,59225.00
887.64,901.76,1646.18,66463.00
887.59,901.71,1645.53,53648.00
887.54,901.66,1644.87,68691.00
887.48,901.60,1644.22,55309.00
887.43,901.55,1643.57,65612.00
887.38,901.50,1642.92,62545.00
887.33,901.44,1642.26,70601.00
887.28,901.39,1641.61,67859.00
887.22,901.34,1640.96,68539.00
887.17,901.28,1640.30,68831.00
887.12,901.23,1639.65,62296.00
887.07,901.18,1639.00,65786.00
887.01,901.12,1638.35,67850.00
886.96,901.07,1637.69,66461.00
886.91,901.02,1637.04,65566.00
886.86,900.96,1636.39,69816.00
886.81,900.91,1635.73,65329.00
886.75,900.86,1635.08,67287.00
886.70,900.81,1634.42,67754.00
886.65,900.75,1633.77,79892.00
886.60,900.70,1633.12,68080.00
886.55,900.65,1632.46,73294.00
886.49,900.59,1631.81,75556.00
886.44,900.54,1631.16,72799.00
886.39,900.49,1630.50,76431.00
886.34,900.43,1629.85,65358.00
886.29,900.38,1629.19,74525.00
886.23,900.33,1628.54,71055.00
886.18,900.27,1627.88,71833.00
886.13,900.22,1627.23,76694.00
886.08,900.17,1626.57,68216.00
886.03,900.11,1625.92,70287.00
885.97,900.06,1625.27,75962.00
885.92,900.01,1624.61,72742.00
885.87,899.95,1623.96,76454.00
885.82,899.90,1623.30,72614.00
885.76,899.85,1622.65,74806.00
885.71,899.80,1621.99,70545.00
885.66,899.74,1621.34,67952.00
885.61,899.69,1620.68,77480.00
885.56,899.64,1620.02,70309.00
885.50,899.58,1619.37,73015.00
885.45,899.53,1618.71,79347.00
885.40,899.48,1618.06,76551.00
885.35,899.42,1617.40,76469.00
885.30,899.37,1616.75,79558.00
885.24,899.32,1616.09,80720.00
885.19,899.26,1615.43,84649.00
885.14,899.21,1614.78,76999.00
885.09,899.16,1614.12,82718.00
885.04,899.10,1613.47,70302.00
884.98,899.05,1612.81,86098.00
884.93,899.00,1612.15,79484.00
884.88,898.94,1611.50,83382.00
884.83,898.89,1610.84,75181.00
884.77,898.84,1610.18,76053.00
884.72,898.78,1609.53,83574.00
884.67,898.73,1608.87,83999.00
884.62,898.68,1608.21,89589.00
884.57,898.63,1607.56,88235.00
884.51,898.57,1606.90,87396.00
884.46,898.52,1606.24,87745.00
884.41,898.47,1605.59,81202.00
884.36,898.41,1604.93,86428.00
884.31,898.36,1604.27,87552.00
884.25,898.31,1603.61,101447.00
884.20,898.25,1602.96,102249.00
884.15,898.20,1602.30,100080.00
884.10,898.15,1601.64,99710.00
884.05,898.09,1600.98,107033.00
883.99,898.04,1600.33,105843.00
883.94,897.99,1599.67,100002.00
883.89,897.93,1599.01,105029.00
883.84,897.88,1598.35,109072.00
883.78,897.83,1597.70,109381.00
883.73,897.77,1597.04,105964.00
883.68,897.72,1596.38,111280.00
883.63,897.67,1595.72,102258.00
883.58,897.62,1595.06,103574.00
883.52,897.56,1594.40,110249.00
883.47,897.51,1593.75,103879.00
883.42,897.46,1593.09,107144.00
883.37,897.40,1592.43,104311.00
883.32,897.35,1591.77,102131.00
883.26,897.30,1591.11,94041.00
883.21,897.24,1590.45,102623.00
883.16,897.19,1589.79,92508.00
883.11,897.14,1589.13,103794.00
883.06,897.08,1588.48,94693.00
883.00,897.03,1587.82,92555.00
882.95,896.98,1587.16,96321.00
882.90,896.92,1586.50,87386.00
882.85,896.87,1585.84,92629.00
882.79,896.82,1585.18,97940.00
882.74,896.76,1584.52,92583.00
882.69,896.71,1583.86,91150.00
882.64,896.66,1583.20,93431.00
882.59,896.60,1582.54,84401.00
882.53,896.55,1581.88,97360.00
882.48,896.50,1581.22,89765.00
882.43,896.45,1580.56,93922.00
882.38,896.39,1579.90,90216.00
882.33,896.34,1579.24,91080.00
882.27,896.29,1578.58,92685.00
882.22,896.23,1577.92,89520.00
882.17,896.18,1577.26,88374.00
882.12,896.13,1576.60,89828.00
882.07,896.07,1575.94,82841.00
882.01,896.02,1575.28,82313.00
881.96,895.97,1574.62,89935.00
881.91,895.91,1573.96,82866.00
881.86,895.86,1573.29,94908.00
881.81,895.81,1572.63,86215.00
881.75,895.75,1571.97,85064.00
881.70,895.70,1571.31,86143.00
881.65,895.65,1570.65,80255.00
881.60,895.59,1569.99,80262.00
881.54,895.54,1569.33,85176.00
881.49,895.49,1568.67,88379.00
881.44,895.44,1568.00,81740.00
881.39,895.38,1567.34,76482.00
881.34,895.33,1566.68,81225.00
881.28,895.28,1566.02,82156.00
881.23,895.22,1565.36,84016.00
881.18,895.17,1564.70,79954.00
881.13,895.12,1564.03,85574.00
881.08,895.06,1563.37,81220.00
881.02,895.01,1562.71,81999.00
880.97,894.96,1562.05,78096.00
880.92,894.90,1561.38,78903.00
880.87,894.85,1560.72,81839.00
880.82,894.80,1560.06,73071.00
880.76,894.74,1559.40,78715.00
880.71,894.69,1558.73,80590.00
880.66,894.64,1558.07,78419.00
880.61,894.58,1557.41,79782.00
880.55,894.53,1556.75,71275.00
880.50,894.48,1556.08,75802.00
880.45,894.42,1555.42,77448.00
880.40,894.37,1554.76,71134.00
880.35,894.32,1554.09,76626.00
880.29,894.27,1553.43,75304.00
880.24,894.21,1552.77,76322.00
880.19,894.16,1552.10,75289.00
880.14,894.11,1551.44,77442.00
880.09,894.05,1550.78,73653.00
880.03,894.00,1550.11,80873.00
879.98,893.95,1549.45,75331.00
879.93,893.89,1548.79,71730.00
879.88,893.84,1548.12,72082.00
879.83,893.79,1547.46,73353.00
879.77,893.73,1546.79,70787.00
879.72,893.68,1546.13,69954.00
879.67,893.63,1545.47,75546.00
879.62,893.57,1544.80,72517.00
879.56,893.52,1544.14,64994.00
879.51,893.47,1543.47,73432.00
879.46,893.41,1542.81,61448.00
879.41,893.36,1542.14,73467.00
879.36,893.31,1541.48,77466.00
879.30,893.26,1540.81,74496.00
879.25,893.20,1540.15,81069.00
879.20,893.15,1539.48,75106.00
879.15,893.10,1538.82,71245.00
879.10,893.04,1538.15,68690.00
879.04,892.99,1537.49,72043.00
878.99,892.94,1536.82,68241.00
878.94,892.88,1536.16,59227.00
878.89,892.83,1535.49,73056.00
878.84,892.78,1534.83,73486.00
878.78,892.72,1534.16,68380.00
878.73,892.67,1533.50,64327.00
878.68,892.62,1532.83,66495.00
878.63,892.56,1532.16,75916.00
878.58,892.51,1531.50,65122.00
878.52,892.46,1530.83,64272.00
878.47,892.40,1530.17,65621.00
878.42,892.35,1529.50,67487.00
878.37,892.30,1528.83,68091.00
878.31,892.24,1528.17,68449.00
878.26,892.19,1527.50,67094.00
878.21,892.14,1526.83,69668.00
878.16,892.09,1526.17,68279.00
878.11,892.03,1525.50,68319.00
878.05,891.98,1524.84,68364.00
878.00,891.93,1524.17,66835.00
877.95,891.87,1523.50,67183.00
877.90,891.82,1522.83,70480.00
877.85,891.77,1522.17,68879.00
877.79,891.71,1521.50,70622.00
877.74,891.66,1520.83,68445.00
877.69,891.61,1520.17,67515.00
877.64,891.55,1519.50,66545.00
877.59,891.50,1518.83,66639.00
877.53,891.45,1518.16,64809.00
877.48,891.39,1517.50,67152.00
877.43,891.34,1516.83,62154.00
877.38,891.29,1516.16,70875.00
877.32,891.23,1515.49,72885.00
877.27,891.18,1514.83,64400.00
877.22,891.13,1514.16,59856.00
877.17,891.07,1513.49,65104.00
877.12,891.02,1512.82,65271.00
877.06,890.97,1512.15,65774.00
877.01,890.92,1511.48,65856.00
876.96,890.86,1510.82,64043.00
876.91,890.81,1510.15,72126.00
876.86,890.76,1509.48,65584.00
876.80,890.70,1508.81,65994.00
876.75,890.65,1508.14,67687.00
876.70,890.60,1507.47,65990.00
876.65,890.54,1506.80,70673.00
876.60,890.49,1506.14,64498.00
876.54,890.44,1505.47,64319.00
876.49,890.38,1504.80,67247.00
876.44,890.33,1504.13,66469.00
876.39,890.28,1503.46,67023.00
876.33,890.22,1502.79,69581.00
876.28,890.17,1502.12,59935.00
876.23,890.12,1501.45,64962.00
876.18,890.06,1500.78,73978.00
876.13,890.01,1500.11,68432.00
876.07,889.96,1499.44,58481.00
876.02,889.91,1498.77,65914.00
875.97,889.85,1498.10,68768.00
875.92,889.80,1497.43,68431.00
875.87,889.75,1496.76,67807.00
875.81,889.69,1496.09,71066.00
875.76,889.64,1495.42,63225.00
875.71,889.59,1494.75,64774.00
875.66,889.53,1494.08,62225.00
875.61,889.48,1493.41,67710.00
875.55,889.43,1492.74,71061.00
875.50,889.37,1492.07,68153.00
875.45,889.32,1491.40,69540.00
875.40,889.27,1490.73,65498.00
875.35,889.21,1490.06,64220.00
875.29,889.16,1489.39,68669.00
875.24,889.11,1488.72,59581.00
875.19,889.05,1488.05,71136.00
875.14,889.00,1487.37,68869.00
875.08,888.95,1486.70,68361.00
875.03,888.89,1486.03,73498.00
874.98,888.84,1485.36,68840.00
874.93,888.79,1484.69,76545.00
874.88,888.74,1484.02,72197.00
874.82,888.68,1483.35,73062.00
874.77,888.63,1482.67,67131.00
874.72,888.58,1482.00,64890.00
874.67,888.52,1481.33,69457.00
874.62,888.47,1480.66,61526.00
874.56,888.42,1479.99,69447.00
874.51,888.36,1479.31,66571.00
874.46,888.31,1478.64,70160.00
874.41,888.26,1477.97,63398.00
874.36,888.20,1477.30,72287.00
874.30,888.15,1476.62,66678.00
874.25,888.10,1475.95,68281.00
874.20,888.04,1475.28,68387.00
874.15,887.99,1474.61,61690.00
874.09,887.94,1473.93,69767.00
874.04,887.88,1473.26,71758.00
873.99,887.83,1472.59,68764.00
873.94,887.78,1471.92,72037.00
873.89,887.73,1471.24,73534.00
873.83,887.67,1470.57,73148.00
873.78,887.62,1469.90,74702.00
873.73,887.57,1469.22,72954.00
873.68,887.51,1468.55,77527.00
873.63,887.46,1467.88,69500.00
873.57,887.41,1467.20,69492.00
873.52,887.35,1466.53,65045.00
873.47,887.30,1465.86,73742.00
873.42,887.25,1465.18,76441.00
873.37,887.19,1464.51,72593.00
873.31,887.14,1463.83,69906.00
873.26,887.09,1463.16,74905.00
873.21,887.03,1462.49,70109.00
873.16,886.98,1461.81,77431.00
873.10,886.93,1461.14,72263.00
873.05,886.87,1460.46,63910.00
873.00,886.82,1459.79,80559.00
872.95,886.77,1459.11,70688.00
872.90,886.71,1458.44,71917.00
872.84,886.66,1457.76,71237.00
872.79,886.61,1457.09,73890.00
872.74,886.56,1456.41,71863.00
872.69,886.50,1455.74,71856.00
872.64,886.45,1455.06,73603.00
872.58,886.40,1454.39,78281.00
872.53,886.34,1453.71,77345.00
872.48,886.29,1453.04,71204.00
872.43,886.24,1452.36,84009.00
872.38,886.18,1451.69,83454.00
872.32,886.13,1451.01,82431.00
872.27,886.08,1450.34,76816.00
872.22,886.02,1449.66,77896.00
872.17,885.97,1448.99,81707.00
872.12,885.92,1448.31,74288.00
872.06,885.86,1447.63,80061.00
872.01,885.81,1446.96,84099.00
871.96,885.76,1446.28,77459.00
871.91,885.70,1445.61,80036.00
871.85,885.65,1444.93,83294.00
871.80,885.60,1444.25,86177.00
871.75,885.55,1443.58,87692.00
871.70,885.49,1442.90,82001.00
871.65,885.44,1442.22,79431.00
871.59,885.39,1441.55,84006.00
871.54,885.33,1440.87,83090.00
871.49,885.28,1440.19,79949.00
871.44,885.23,1439.52,88403.00
871.39,885.17,1438.84,81255.00
871.33,885.12,1438.16,81962.00
871.28,885.07,1437.49,79372.00
871.23,885.01,1436.81,75905.00
871.18,884.96,1436.13,74037.00
871.13,884.91,1435.45,73887.00
871.07,884.85,1434.78,75098.00
871.02,884.80,1434.10,73480.00
870.97,884.75,1433.42,78660.00
870.92,884.69,1432.74,79110.00
870.86,884.64,1432.07,78383.00
870.81,884.59,1431.39,76767.00
870.76,884.53,1430.71,79352.00
870.71,884.48,1430.03,81102.00
870.66,884.43,1429.35,74170.00
870.60,884.38,1428.68,77810.00
870.55,884.32,1428.00,84781.00
870.50,884.27,1427.32,77585.00
870.45,884.22,1426.64,75205.00
870.40,884.16,1425.96,75697.00
870.34,884.11,1425.28,76666.00
870.29,884.06,1424.60,79822.00
870.24,884.00,1423.93,75346.00
870.19,883.95,1423.25,76932.00
870.14,883.90,1422.57,76478.00
870.08,883.84,1421.89,71056.00
870.03,883.79,1421.21,74229.00
869.98,883.74,1420.53,76309.00
869.93,883.68,1419.85,69167.00
869.87,883.63,1419.17,69860.00
869.82,883.58,1418.49,77440.00
869.77,883.52,1417.81,76698.00
869.72,883.47,1417.13,75887.00
869.67,883.42,1416.45,75463.00
869.61,883.37,1415.77,76022.00
869.56,883.31,1415.09,77658.00
869.51,883.26,1414.42,76586.00
869.46,883.21,1413.74,70384.00
869.41,883.15,1413.05,73608.00
869.35,883.10,1412.37,75590.00
