x_original,nm,cm^-1,intensity
869.30,883.05,1411.69,72146.00
869.25,882.99,1411.01,72981.00
869.20,882.94,1410.33,71527.00
869.15,882.89,1409.65,82533.00
869.09,882.83,1408.97,80187.00
869.04,882.78,1408.29,71693.00
868.99,882.73,1407.61,75817.00
868.94,882.67,1406.93,76865.00
868.89,882.62,1406.25,71905.00
868.83,882.57,1405.57,73847.00
868.78,882.51,1404.89,70496.00
868.73,882.46,1404.21,72548.00
868.68,882.41,1403.53,69417.00
868.62,882.35,1402.84,76127.00
868.57,882.30,1402.16,76439.00
868.52,882.25,1401.48,75874.00
868.47,882.20,1400.80,79809.00
868.42,882.14,1400.12,74659.00
868.36,882.09,1399.44,69076.00
868.31,882.04,1398.75,72760.00
868.26,881.98,1398.07,81267.00
868.21,881.93,1397.39,67546.00
868.16,881.88,1396.71,77520.00
868.10,881.82,1396.03,70322.00
868.05,881.77,1395.34,75733.00
868.00,881.72,1394.66,75933.00
867.95,881.66,1393.98,65076.00
867.90,881.61,1393.30,69543.00
867.84,881.56,1392.61,72416.00
867.79,881.50,1391.93,76596.00
867.74,881.45,1391.25,80088.00
867.69,881.40,1390.57,71183.00
867.63,881.34,1389.88,75251.00
867.58,881.29,1389.20,67806.00
867.53,881.24,1388.52,78460.00
867.48,881.19,1387.83,75615.00
867.43,881.13,1387.15,77069.00
867.37,881.08,1386.47,86479.00
867.32,881.03,1385.79,73751.00
867.27,880.97,1385.10,74422.00
867.22,880.92,1384.42,75871.00
867.17,880.87,1383.73,73697.00
867.11,880.81,1383.05,72820.00
867.06,880.76,1382.37,79299.00
867.01,880.71,1381.68,79568.00
866.96,880.65,1381.00,75759.00
866.91,880.60,1380.32,77471.00
866.85,880.55,1379.63,89936.00
866.80,880.49,1378.95,84572.00
866.75,880.44,1378.26,73740.00
866.70,880.39,1377.58,81285.00
866.64,880.33,1376.89,76020.00
866.59,880.28,1376.21,78260.00
866.54,880.23,1375.52,78757.00
866.49,880.17,1374.84,67526.00
866.44,880.12,1374.16,80687.00
866.38,880.07,1373.47,83245.00
866.33,880.02,1372.79,85708.00
866.28,879.96,1372.10,84430.00
866.23,879.91,1371.42,77357.00
866.18,879.86,1370.73,80677.00
866.12,879.80,1370.05,88377.00
866.07,879.75,1369.36,90729.00
866.02,879.70,1368.67,85275.00
865.97,879.64,1367.99,82506.00
865.92,879.59,1367.30,81684.00
865.86,879.54,1366.62,80649.00
865.81,879.48,1365.93,80577.00
865.76,879.43,1365.25,80513.00
865.71,879.38,1364.56,90386.00
865.66,879.32,1363.87,91633.00
865.60,879.27,1363.19,89865.00
865.55,879.22,1362.50,87588.00
865.50,879.16,1361.82,84733.00
865.45,879.11,1361.13,87251.00
865.39,879.06,1360.44,90022.00
865.34,879.00,1359.76,83334.00
865.29,878.95,1359.07,90433.00
865.24,878.90,1358.38,91708.00
865.19,878.85,1357.70,84253.00
865.13,878.79,1357.01,81143.00
865.08,878.74,1356.32,83235.00
865.03,878.69,1355.64,94309.00
864.98,878.63,1354.95,82359.00
864.93,878.58,1354.26,82999.00
864.87,878.53,1353.57,81810.00
864.82,878.47,1352.89,80981.00
864.77,878.42,1352.20,90342.00
864.72,878.37,1351.51,94951.00
864.67,878.31,1350.82,90381.00
864.61,878.26,1350.14,87301.00
864.56,878.21,1349.45,90666.00
864.51,878.15,1348.76,88088.00
864.46,878.10,1348.07,93435.00
864.40,878.05,1347.39,90259.00
864.35,877.99,1346.70,81190.00
864.30,877.94,1346.01,89047.00
864.25,877.89,1345.32,89260.00
864.20,877.84,1344.63,84050.00
864.14,877.78,1343.94,87189.00
864.09,877.73,1343.26,95616.00
864.04,877.68,1342.57,86069.00
863.99,877.62,1341.88,89277.00
863.94,877.57,1341.19,90954.00
863.88,877.52,1340.50,92854.00
863.83,877.46,1339.81,94248.00
863.78,877.41,1339.12,86206.00
863.73,877.36,1338.43,91314.00
863.68,877.30,1337.74,90063.00
863.62,877.25,1337.06,90833.00
863.57,877.20,1336.37,89160.00
863.52,877.14,1335.68,100278.00
863.47,877.09,1334.99,87318.00
863.41,877.04,1334.30,97243.00
863.36,876.98,1333.61,94464.00
863.31,876.93,1332.92,104070.00
863.26,876.88,1332.23,94787.00
863.21,876.82,1331.54,98551.00
863.15,876.77,1330.85,96948.00
863.10,876.72,1330.16,97045.00
863.05,876.67,1329.47,87772.00
863.00,876.61,1328.78,92483.00
862.95,876.56,1328.09,100218.00
862.89,876.51,1327.40,105288.00
862.84,876.45,1326.71,96936.00
862.79,876.40,1326.02,97172.00
862.74,876.35,1325.33,100552.00
862.69,876.29,1324.63,101887.00
862.63,876.24,1323.94,99220.00
862.58,876.19,1323.25,99281.00
862.53,876.13,1322.56,95103.00
862.48,876.08,1321.87,102427.00
862.43,876.03,1321.18,101582.00
862.37,875.97,1320.49,108383.00
862.32,875.92,1319.80,101977.00
862.27,875.87,1319.11,96779.00
862.22,875.81,1318.41,101640.00
862.16,875.76,1317.72,98630.00
862.11,875.71,1317.03,100967.00
862.06,875.66,1316.34,96478.00
862.01,875.60,1315.65,103718.00
861.96,875.55,1314.96,105061.00
861.90,875.50,1314.26,98978.00
861.85,875.44,1313.57,100027.00
861.80,875.39,1312.88,101114.00
861.75,875.34,1312.19,103068.00
861.70,875.28,1311.49,99098.00
861.64,875.23,1310.80,106029.00
861.59,875.18,1310.11,101748.00
861.54,875.12,1309.42,103442.00
861.49,875.07,1308.72,98983.00
861.44,875.02,1308.03,93980.00
861.38,874.96,1307.34,102458.00
861.33,874.91,1306.65,97250.00
861.28,874.86,1305.95,99808.00
861.23,874.80,1305.26,99715.00
861.17,874.75,1304.57,102876.00
861.12,874.70,1303.87,101940.00
861.07,874.64,1303.18,96341.00
861.02,874.59,1302.49,95528.00
860.97,874.54,1301.79,103243.00
860.91,874.49,1301.10,108712.00
860.86,874.43,1300.41,104688.00
860.81,874.38,1299.71,104307.00
860.76,874.33,1299.02,97154.00
860.71,874.27,1298.32,92543.00
860.65,874.22,1297.63,99915.00
860.60,874.17,1296.94,92072.00
860.55,874.11,1296.24,97435.00
860.50,874.06,1295.55,107020.00
860.45,874.01,1294.85,102335.00
860.39,873.95,1294.16,99824.00
860.34,873.90,1293.46,103906.00
860.29,873.85,1292.77,101263.00
860.24,873.79,1292.07,98126.00
860.18,873.74,1291.38,98156.00
860.13,873.69,1290.69,109299.00
860.08,873.63,1289.99,100828.00
860.03,873.58,1289.30,95116.00
859.98,873.53,1288.60,98048.00
859.92,873.48,1287.90,101077.00
859.87,873.42,1287.21,98923.00
859.82,873.37,1286.51,98482.00
859.77,873.32,1285.82,100188.00
859.72,873.26,1285.12,103148.00
859.66,873.21,1284.43,100386.00
859.61,873.16,1283.73,98695.00
859.56,873.10,1283.04,99738.00
859.51,873.05,1282.34,98093.00
859.46,873.00,1281.64,100787.00
859.40,872.94,1280.95,104295.00
859.35,872.89,1280.25,100150.00
859.30,872.84,1279.56,103715.00
859.25,872.78,1278.86,105125.00
859.20,872.73,1278.16,93709.00
859.14,872.68,1277.47,105001.00
859.09,872.62,1276.77,100299.00
859.04,872.57,1276.07,96680.00
858.99,872.52,1275.38,94554.00
858.93,872.46,1274.68,97830.00
858.88,872.41,1273.98,95993.00
858.83,872.36,1273.29,102001.00
858.78,872.31,1272.59,96354.00
858.73,872.25,1271.89,94914.00
858.67,872.20,1271.19,95385.00
858.62,872.15,1270.50,97198.00
858.57,872.09,1269.80,94314.00
858.52,872.04,1269.10,101736.00
858.47,871.99,1268.40,99576.00
858.41,871.93,1267.71,102011.00
858.36,871.88,1267.01,97683.00
858.31,871.83,1266.31,104443.00
858.26,871.77,1265.61,99235.00
858.21,871.72,1264.91,99519.00
858.15,871.67,1264.22,108598.00
858.10,871.61,1263.52,103713.00
858.05,871.56,1262.82,103213.00
858.00,871.51,1262.12,100042.00
857.94,871.45,1261.42,104308.00
857.89,871.40,1260.73,101471.00
857.84,871.35,1260.03,101597.00
857.79,871.30,1259.33,99769.00
857.74,871.24,1258.63,93451.00
857.68,871.19,1257.93,105138.00
857.63,871.14,1257.23,97597.00
857.58,871.08,1256.53,103534.00
857.53,871.03,1255.83,97883.00
857.48,870.98,1255.13,103472.00
857.42,870.92,1254.43,99396.00
857.37,870.87,1253.74,102246.00
857.32,870.82,1253.04,103416.00
857.27,870.76,1252.34,98560.00
857.22,870.71,1251.64,111486.00
857.16,870.66,1250.94,111758.00
857.11,870.60,1250.24,108451.00
857.06,870.55,1249.54,108358.00
857.01,870.50,1248.84,106776.00
856.95,870.44,1248.14,108023.00
856.90,870.39,1247.44,112621.00
856.85,870.34,1246.74,112270.00
856.80,870.28,1246.04,110156.00
856.75,870.23,1245.34,101974.00
856.69,870.18,1244.64,109996.00
856.64,870.13,1243.93,109726.00
856.59,870.07,1243.23,105189.00
856.54,870.02,1242.53,104202.00
856.49,869.97,1241.83,108055.00
856.43,869.91,1241.13,108210.00
856.38,869.86,1240.43,109395.00
856.33,869.81,1239.73,106779.00
856.28,869.75,1239.03,109686.00
856.23,869.70,1238.33,109577.00
856.17,869.65,1237.63,109588.00
856.12,869.59,1236.92,108717.00
856.07,869.54,1236.22,111318.00
856.02,869.49,1235.52,110987.00
855.97,869.43,1234.82,116637.00
855.91,869.38,1234.12,115068.00
855.86,869.33,1233.42,110577.00
855.81,869.27,1232.71,112023.00
855.76,869.22,1232.01,114836.00
855.70,869.17,1231.31,108525.00
855.65,869.11,1230.61,119322.00
855.60,869.06,1229.91,122271.00
855.55,869.01,1229.20,116733.00
855.50,868.96,1228.50,115411.00
855.44,868.90,1227.80,116967.00
855.39,868.85,1227.10,113112.00
855.34,868.80,1226.39,121602.00
855.29,868.74,1225.69,120400.00
855.24,868.69,1224.99,121241.00
855.18,868.64,1224.28,126017.00
855.13,868.58,1223.58,124100.00
855.08,868.53,1222.88,116937.00
855.03,868.48,1222.17,119460.00
854.98,868.42,1221.47,129786.00
854.92,868.37,1220.77,135665.00
854.87,868.32,1220.06,124959.00
854.82,868.26,1219.36,127136.00
854.77,868.21,1218.66,126364.00
854.71,868.16,1217.95,132141.00
854.66,868.10,1217.25,134135.00
854.61,868.05,1216.55,128859.00
854.56,868.00,1215.84,133776.00
854.51,867.95,1215.14,118928.00
854.45,867.89,1214.43,139210.00
854.40,867.84,1213.73,136450.00
854.35,867.79,1213.02,136232.00
854.30,867.73,1212.32,131586.00
854.25,867.68,1211.62,138237.00
854.19,867.63,1210.91,135384.00
854.14,867.57,1210.21,144951.00
854.09,867.52,1209.50,136842.00
854.04,867.47,1208.80,139759.00
853.99,867.41,1208.09,144541.00
853.93,867.36,1207.39,144896.00
853.88,867.31,1206.68,145346.00
853.83,867.25,1205.98,152844.00
853.78,867.20,1205.27,148860.00
853.72,867.15,1204.57,151994.00
853.67,867.09,1203.86,146906.00
853.62,867.04,1203.15,149860.00
853.57,866.99,1202.45,155053.00
853.52,866.93,1201.74,148106.00
853.46,866.88,1201.04,142469.00
853.41,866.83,1200.33,150373.00
853.36,866.78,1199.63,160251.00
853.31,866.72,1198.92,156099.00
853.26,866.67,1198.21,153661.00
853.20,866.62,1197.51,166623.00
853.15,866.56,1196.80,157645.00
853.10,866.51,1196.09,160521.00
853.05,866.46,1195.39,167177.00
853.00,866.40,1194.68,164453.00
852.94,866.35,1193.97,158467.00
852.89,866.30,1193.27,158825.00
852.84,866.24,1192.56,168543.00
852.79,866.19,1191.85,161063.00
852.74,866.14,1191.15,164085.00
852.68,866.08,1190.44,164646.00
852.63,866.03,1189.73,173424.00
852.58,865.98,1189.02,159345.00
852.53,865.92,1188.32,168165.00
852.47,865.87,1187.61,158136.00
852.42,865.82,1186.90,168565.00
852.37,865.77,1186.19,159587.00
852.32,865.71,1185.49,167675.00
852.27,865.66,1184.78,168816.00
852.21,865.61,1184.07,166634.00
852.16,865.55,1183.36,161667.00
852.11,865.50,1182.65,177100.00
852.06,865.45,1181.95,168942.00
852.01,865.39,1181.24,165669.00
851.95,865.34,1180.53,174157.00
851.90,865.29,1179.82,174010.00
851.85,865.23,1179.11,167139.00
851.80,865.18,1178.40,172695.00
851.75,865.13,1177.70,165075.00
851.69,865.07,1176.99,175498.00
851.64,865.02,1176.28,172068.00
851.59,864.97,1175.57,163978.00
851.54,864.91,1174.86,163135.00
851.48,864.86,1174.15,157628.00
851.43,864.81,1173.44,160116.00
851.38,864.75,1172.73,152216.00
851.33,864.70,1172.02,157289.00
851.28,864.65,1171.31,151525.00
851.22,864.60,1170.60,152962.00
851.17,864.54,1169.89,159507.00
851.12,864.49,1169.18,151906.00
851.07,864.44,1168.47,150029.00
851.02,864.38,1167.77,151553.00
850.96,864.33,1167.06,154304.00
850.91,864.28,1166.34,147362.00
850.86,864.22,1165.63,143362.00
850.81,864.17,1164.92,150577.00
850.76,864.12,1164.21,143948.00
850.70,864.06,1163.50,146032.00
850.65,864.01,1162.79,137975.00
850.60,863.96,1162.08,148008.00
850.55,863.90,1161.37,147398.00
850.49,863.85,1160.66,141478.00
850.44,863.80,1159.95,152248.00
850.39,863.74,1159.24,141809.00
850.34,863.69,1158.53,141886.00
850.29,863.64,1157.82,145771.00
850.23,863.59,1157.11,145330.00
850.18,863.53,1156.39,144503.00
850.13,863.48,1155.68,141638.00
850.08,863.43,1154.97,145931.00
850.03,863.37,1154.26,147344.00
849.97,863.32,1153.55,153099.00
849.92,863.27,1152.84,143528.00
849.87,863.21,1152.12,147231.00
849.82,863.16,1151.41,137669.00
849.77,863.11,1150.70,147978.00
849.71,863.05,1149.99,148211.00
849.66,863.00,1149.28,149551.00
849.61,862.95,1148.56,134984.00
849.56,862.89,1147.85,145806.00
849.51,862.84,1147.14,139301.00
849.45,862.79,1146.43,132047.00
849.40,862.73,1145.71,133858.00
849.35,862.68,1145.00,140335.00
849.30,862.63,1144.29,128762.00
849.24,862.57,1143.58,130276.00
849.19,862.52,1142.86,132946.00
849.14,862.47,1142.15,128393.00
849.09,862.42,1141.44,138509.00
849.04,862.36,1140.72,124997.00
848.98,862.31,1140.01,128056.00
848.93,862.26,1139.30,128687.00
848.88,862.20,1138.58,130146.00
848.83,862.15,1137.87,129850.00
848.78,862.10,1137.16,127399.00
848.72,862.04,1136.44,122100.00
848.67,861.99,1135.73,130161.00
848.62,861.94,1135.01,122356.00
848.57,861.88,1134.30,111305.00
848.52,861.83,1133.59,116105.00
848.46,861.78,1132.87,121427.00
848.41,861.72,1132.16,127065.00
848.36,861.67,1131.44,117898.00
848.31,861.62,1130.73,115571.00
848.25,861.56,1130.01,114786.00
848.20,861.51,1129.30,117355.00
848.15,861.46,1128.58,110950.00
848.10,861.41,1127.87,119143.00
848.05,861.35,1127.15,117189.00
847.99,861.30,1126.44,116339.00
847.94,861.25,1125.72,125507.00
847.89,861.19,1125.01,116509.00
847.84,861.14,1124.29,123214.00
847.79,861.09,1123.58,114104.00
847.73,861.03,1122.86,123923.00
847.68,860.98,1122.15,119803.00
847.63,860.93,1121.43,123300.00
847.58,860.87,1120.72,117829.00
847.53,860.82,1120.00,111274.00
847.47,860.77,1119.28,123714.00
847.42,860.71,1118.57,121683.00
847.37,860.66,1117.85,121835.00
847.32,860.61,1117.14,120827.00
847.26,860.55,1116.42,118516.00
847.21,860.50,1115.70,116847.00
847.16,860.45,1114.99,116276.00
847.11,860.39,1114.27,113793.00
847.06,860.34,1113.55,115167.00
847.00,860.29,1112.84,119486.00
846.95,860.24,1112.12,110925.00
846.90,860.18,1111.40,117187.00
846.85,860.13,1110.69,112708.00
846.80,860.08,1109.97,116640.00
846.74,860.02,1109.25,123341.00
846.69,859.97,1108.54,116480.00
846.64,859.92,1107.82,116336.00
846.59,859.86,1107.10,121528.00
846.54,859.81,1106.38,123567.00
846.48,859.76,1105.67,116802.00
846.43,859.70,1104.95,114269.00
846.38,859.65,1104.23,122941.00
846.33,859.60,1103.51,117787.00
846.28,859.54,1102.79,128377.00
846.22,859.49,1102.08,119120.00
846.17,859.44,1101.36,120273.00
846.12,859.38,1100.64,114649.00
846.07,859.33,1099.92,122120.00
846.01,859.28,1099.20,118668.00
845.96,859.23,1098.49,117166.00
845.91,859.17,1097.77,136471.00
845.86,859.12,1097.05,124685.00
845.81,859.07,1096.33,121568.00
845.75,859.01,1095.61,118403.00
845.70,858.96,1094.89,118936.00
845.65,858.91,1094.17,123848.00
845.60,858.85,1093.45,124520.00
845.55,858.80,1092.73,122957.00
845.49,858.75,1092.02,122642.00
845.44,858.69,1091.30,126415.00
845.39,858.64,1090.58,126108.00
845.34,858.59,1089.86,121395.00
845.29,858.53,1089.14,123607.00
845.23,858.48,1088.42,125218.00
845.18,858.43,1087.70,121690.00
845.13,858.37,1086.98,124552.00
845.08,858.32,1086.26,124047.00
845.02,858.27,1085.54,125796.00
844.97,858.21,1084.82,122325.00
844.92,858.16,1084.10,125285.00
844.87,858.11,1083.38,127051.00
844.82,858.06,1082.66,122757.00
844.76,858.00,1081.94,130811.00
844.71,857.95,1081.22,128482.00
844.66,857.90,1080.49,122538.00
844.61,857.84,1079.77,125802.00
844.56,857.79,1079.05,127562.00
844.50,857.74,1078.33,124654.00
844.45,857.68,1077.61,123240.00
844.40,857.63,1076.89,118771.00
844.35,857.58,1076.17,120154.00
844.30,857.52,1075.45,126213.00
844.24,857.47,1074.73,117813.00
844.19,857.42,1074.00,116235.00
844.14,857.36,1073.28,128818.00
844.09,857.31,1072.56,125880.00
844.03,857.26,1071.84,119251.00
843.98,857.20,1071.12,118105.00
843.93,857.15,1070.40,126022.00
843.88,857.10,1069.67,127980.00
843.83,857.04,1068.95,128242.00
843.77,856.99,1068.23,128164.00
843.72,856.94,1067.51,133433.00
843.67,856.89,1066.78,127758.00
843.62,856.83,1066.06,134958.00
843.57,856.78,1065.34,135579.00
843.51,856.73,1064.62,134738.00
843.46,856.67,1063.89,128963.00
843.41,856.62,1063.17,132600.00
843.36,856.57,1062.45,127269.00
843.31,856.51,1061.73,131877.00
843.25,856.46,1061.00,134126.00
843.20,856.41,1060.28,129570.00
843.15,856.35,1059.56,131383.00
843.10,856.30,1058.83,130019.00
843.05,856.25,1058.11,127750.00
842.99,856.19,1057.39,130880.00
842.94,856.14,1056.66,133630.00
842.89,856.09,1055.94,132971.00
842.84,856.03,1055.21,138327.00
842.78,855.98,1054.49,131408.00
842.73,855.93,1053.77,136471.00
842.68,855.88,1053.04,133754.00
842.63,855.82,1052.32,137362.00
842.58,855.77,1051.59,132635.00
842.52,855.72,1050.87,126281.00
842.47,855.66,1050.14,122839.00
842.42,855.61,1049.42,130396.00
842.37,855.56,1048.70,140424.00
842.32,855.50,1047.97,132457.00
842.26,855.45,1047.25,133865.00
842.21,855.40,1046.52,133109.00
842.16,855.34,1045.80,134820.00
842.11,855.29,1045.07,140060.00
842.06,855.24,1044.35,141063.00
842.00,855.18,1043.62,128517.00
841.95,855.13,1042.90,131848.00
841.90,855.08,1042.17,133433.00
841.85,855.02,1041.44,130710.00
841.79,854.97,1040.72,144362.00
841.74,854.92,1039.99,145078.00
841.69,854.86,1039.27,138537.00
841.64,854.81,1038.54,142227.00
841.59,854.76,1037.82,155615.00
841.53,854.71,1037.09,150402.00
841.48,854.65,1036.36,160728.00
841.43,854.60,1035.64,156623.00
841.38,854.55,1034.91,159432.00
841.33,854.49,1034.18,176510.00
841.27,854.44,1033.46,170379.00
841.22,854.39,1032.73,181633.00
841.17,854.33,1032.00,177407.00
841.12,854.28,1031.28,188467.00
841.07,854.23,1030.55,192231.00
841.01,854.17,1029.82,195250.00
840.96,854.12,1029.10,194066.00
840.91,854.07,1028.37,195437.00
840.86,854.01,1027.64,200258.00
840.80,853.96,1026.91,194174.00
840.75,853.91,1026.19,205503.00
840.70,853.85,1025.46,206628.00
840.65,853.80,1024.73,195971.00
840.60,853.75,1024.00,196791.00
840.54,853.70,1023.28,188746.00
840.49,853.64,1022.55,205878.00
840.44,853.59,1021.82,194244.00
840.39,853.54,1021.09,193304.00
840.34,853.48,1020.36,193525.00
840.28,853.43,1019.64,191379.00
840.23,853.38,1018.91,187380.00
840.18,853.32,1018.18,194134.00
840.13,853.27,1017.45,179595.00
840.08,853.22,1016.72,190888.00
840.02,853.16,1015.99,175454.00
839.97,853.11,1015.26,177831.00
839.92,853.06,1014.54,183145.00
839.87,853.00,1013.81,180992.00
839.82,852.95,1013.08,167297.00
839.76,852.90,1012.35,178509.00
839.71,852.84,1011.62,197058.00
839.66,852.79,1010.89,190480.00
839.61,852.74,1010.16,190418.00
839.55,852.68,1009.43,197561.00
839.50,852.63,1008.70,202057.00
839.45,852.58,1007.97,198396.00
839.40,852.53,1007.24,203209.00
839.35,852.47,1006.51,210086.00
839.29,852.42,1005.78,212066.00
839.24,852.37,1005.05,227900.00
839.19,852.31,1004.32,237067.00
839.14,852.26,1003.59,248104.00
839.09,852.21,1002.86,257626.00
839.03,852.15,1002.13,255909.00
838.98,852.10,1001.40,258837.00
838.93,852.05,1000.67,264262.00
838.88,851.99,999.94,268507.00
838.83,851.94,999.21,271352.00
838.77,851.89,998.48,277164.00
838.72,851.83,997.75,269850.00
838.67,851.78,997.01,278570.00
838.62,851.73,996.28,269904.00
838.56,851.67,995.55,273263.00
838.51,851.62,994.82,274604.00
838.46,851.57,994.09,261694.00
838.41,851.52,993.36,246261.00
838.36,851.46,992.63,244851.00
838.30,851.41,991.89,244610.00
838.25,851.36,991.16,238172.00
838.20,851.30,990.43,232815.00
838.15,851.25,989.70,219735.00
838.10,851.20,988.97,208989.00
838.04,851.14,988.23,209157.00
837.99,851.09,987.50,199391.00
837.94,851.04,986.77,190119.00
837.89,850.98,986.04,191905.00
837.84,850.93,985.31,185612.00
837.78,850.88,984.57,174113.00
837.73,850.82,983.84,166490.00
837.68,850.77,983.11,168958.00
837.63,850.72,982.37,166058.00
837.57,850.66,981.64,174683.00
837.52,850.61,980.91,157720.00
837.47,850.56,980.17,167000.00
837.42,850.50,979.44,163918.00
837.37,850.45,978.71,157271.00
837.31,850.40,977.97,158162.00
837.26,850.35,977.24,148474.00
837.21,850.29,976.51,157425.00
837.16,850.24,975.77,142427.00
837.11,850.19,975.04,149670.00
837.05,850.13,974.31,153704.00
837.00,850.08,973.57,150736.00
836.95,850.03,972.84,150217.00
836.90,849.97,972.10,152181.00
836.85,849.92,971.37,153736.00
836.79,849.87,970.64,144868.00
836.74,849.81,969.90,137983.00
836.69,849.76,969.17,141877.00
836.64,849.71,968.43,148762.00
836.59,849.65,967.70,148483.00
836.53,849.60,966.96,150887.00
836.48,849.55,966.23,154692.00
836.43,849.49,965.49,152294.00
836.38,849.44,964.76,138334.00
836.32,849.39,964.02,150074.00
836.27,849.34,963.29,143009.00
836.22,849.28,962.55,141228.00
836.17,849.23,961.82,140655.00
836.12,849.18,961.08,147950.00
836.06,849.12,960.34,136368.00
836.01,849.07,959.61,141460.00
835.96,849.02,958.87,140809.00
835.91,848.96,958.14,148641.00
835.86,848.91,957.40,125338.00
835.80,848.86,956.66,129599.00
835.75,848.80,955.93,130040.00
835.70,848.75,955.19,127709.00
835.65,848.70,954.46,128487.00
835.60,848.64,953.72,126759.00
835.54,848.59,952.98,127619.00
835.49,848.54,952.25,127669.00
835.44,848.48,951.51,121717.00
835.39,848.43,950.77,112188.00
835.33,848.38,950.04,110767.00
835.28,848.32,949.30,115954.00
835.23,848.27,948.56,116463.00
835.18,848.22,947.82,115701.00
835.13,848.17,947.09,121852.00
835.07,848.11,946.35,111879.00
835.02,848.06,945.61,114130.00
834.97,848.01,944.87,121897.00
834.92,847.95,944.14,120144.00
834.87,847.90,943.40,115295.00
834.81,847.85,942.66,116359.00
834.76,847.79,941.92,113518.00
834.71,847.74,941.18,124074.00
834.66,847.69,940.45,109719.00
834.61,847.63,939.71,120234.00
834.55,847.58,938.97,109058.00
834.50,847.53,938.23,109965.00
834.45,847.47,937.49,121683.00
834.40,847.42,936.75,113628.00
834.34,847.37,936.02,113125.00
834.29,847.31,935.28,119836.00
834.24,847.26,934.54,109972.00
834.19,847.21,933.80,112478.00
834.14,847.16,933.06,117827.00
834.08,847.10,932.32,114269.00
834.03,847.05,931.58,117502.00
833.98,847.00,930.84,126823.00
833.93,846.94,930.10,116850.00
833.88,846.89,929.36,114533.00
833.82,846.84,928.62,111853.00
833.77,846.78,927.88,107513.00
833.72,846.73,927.14,119057.00
833.67,846.68,926.40,115284.00
833.62,846.62,925.66,109577.00
833.56,846.57,924.92,107746.00
833.51,846.52,924.18,118293.00
833.46,846.46,923.44,116519.00
833.41,846.41,922.70,117108.00
833.36,846.36,921.96,118567.00
833.30,846.30,921.22,114999.00
833.25,846.25,920.48,117890.00
833.20,846.20,919.74,116556.00
833.15,846.14,919.00,121006.00
833.09,846.09,918.26,116147.00
833.04,846.04,917.52,124848.00
832.99,845.99,916.78,117237.00
832.94,845.93,916.04,125693.00
832.89,845.88,915.29,127106.00
832.83,845.83,914.55,116879.00
832.78,845.77,913.81,116004.00
832.73,845.72,913.07,118027.00
832.68,845.67,912.33,121196.00
832.63,845.61,911.59,114709.00
832.57,845.56,910.84,117881.00
832.52,845.51,910.10,116760.00
832.47,845.45,909.36,114545.00
832.42,845.40,908.62,119054.00
832.37,845.35,907.88,114774.00
832.31,845.29,907.13,120108.00
832.26,845.24,906.39,120009.00
832.21,845.19,905.65,124595.00
832.16,845.13,904.91,121269.00
832.10,845.08,904.16,127200.00
832.05,845.03,903.42,118117.00
832.00,844.97,902.68,127250.00
831.95,844.92,901.93,130474.00
831.90,844.87,901.19,118357.00
831.84,844.82,900.45,125143.00
831.79,844.76,899.70,126712.00
831.74,844.71,898.96,126777.00
831.69,844.66,898.22,119931.00
831.64,844.60,897.47,119239.00
831.58,844.55,896.73,119465.00
831.53,844.50,895.99,121633.00
831.48,844.44,895.24,128100.00
831.43,844.39,894.50,112607.00
831.38,844.34,893.76,120637.00
831.32,844.28,893.01,118458.00
831.27,844.23,892.27,121835.00
831.22,844.18,891.52,114941.00
831.17,844.12,890.78,128680.00
831.11,844.07,890.03,113663.00
831.06,844.02,889.29,124659.00
831.01,843.96,888.54,122291.00
830.96,843.91,887.80,124790.00
830.91,843.86,887.05,132348.00
830.85,843.81,886.31,114029.00
830.80,843.75,885.56,124570.00
830.75,843.70,884.82,122458.00
830.70,843.65,884.07,118052.00
830.65,843.59,883.33,125833.00
830.59,843.54,882.58,122226.00
830.54,843.49,881.84,126285.00
830.49,843.43,881.09,126465.00
830.44,843.38,880.35,121429.00
830.39,843.33,879.60,125575.00
830.33,843.27,878.85,123926.00
830.28,843.22,878.11,127394.00
830.23,843.17,877.36,125023.00
830.18,843.11,876.62,129322.00
830.13,843.06,875.87,124192.00
830.07,843.01,875.12,123353.00
830.02,842.95,874.38,129524.00
829.97,842.90,873.63,138591.00
829.92,842.85,872.88,138073.00
829.86,842.79,872.14,122623.00
829.81,842.74,871.39,129487.00
829.76,842.69,870.64,127264.00
829.71,842.64,869.90,125066.00
829.66,842.58,869.15,124320.00
829.60,842.53,868.40,136538.00
829.55,842.48,867.66,131628.00
829.50,842.42,866.91,132727.00
829.45,842.37,866.16,139309.00
829.40,842.32,865.41,128094.00
829.34,842.26,864.66,129507.00
829.29,842.21,863.92,130913.00
829.24,842.16,863.17,128391.00
829.19,842.10,862.42,134119.00
829.14,842.05,861.67,131664.00
829.08,842.00,860.93,135259.00
829.03,841.94,860.18,136025.00
828.98,841.89,859.43,130831.00
828.93,841.84,858.68,129614.00
828.87,841.78,857.93,135785.00
828.82,841.73,857.18,136796.00
828.77,841.68,856.43,133457.00
828.72,841.63,855.69,124195.00
828.67,841.57,854.94,130476.00
828.61,841.52,854.19,136551.00
828.56,841.47,853.44,145848.00
828.51,841.41,852.69,142642.00
828.46,841.36,851.94,130217.00
828.41,841.31,851.19,135539.00
828.35,841.25,850.44,141514.00
828.30,841.20,849.69,144205.00
